anio,mes,fecha,tramo,A,M,B2,B3,B4,C2,C3,C4,C5,C6,C7,C8,C9,total,AT,BT,CT,AT1
2023,9,2023-09-01,La Tinaja-Cosoleacaque,353374.0,7535.0,29373.0,12757.0,8.0,45552.0,57958.0,15000.0,183319.0,42809.0,4832.0,1595.0,123541.0,877653.0,360909.0,42138.0,474606.0,877653.0
2023,9,2023-09-01,Lib Noreste de Queretaro,215404.0,1685.0,5051.0,2938.0,9.0,39906.0,33928.0,5151.0,213647.0,21504.0,1217.0,160.0,38579.0,579179.0,217089.0,7998.0,354092.0,579179.0
2023,9,2023-09-01,Libramiento Oriente de Saltillo,138685.0,2119.0,4803.0,6224.0,4.0,29965.0,17291.0,3430.0,229839.0,20133.0,2561.0,641.0,32317.0,488012.0,140804.0,11031.0,336177.0,488012.0
2023,9,2023-09-01,La Carbonera-Puerto Mexico,148636.0,925.0,13927.0,10672.0,6.0,24572.0,14167.0,4045.0,248164.0,19824.0,2052.0,472.0,33079.0,520541.0,149561.0,24605.0,346375.0,520541.0
2023,9,2023-09-01,Libramiento Poniente de Tampico,237491.0,11636.0,1622.0,118.0,3.0,17584.0,12216.0,2648.0,32621.0,11169.0,978.0,284.0,31545.0,359915.0,249127.0,1743.0,109045.0,359915.0
2023,9,2023-09-01,Champoton-Campeche,169756.0,5380.0,4897.0,1194.0,2.0,11065.0,12167.0,2278.0,31268.0,7363.0,524.0,93.0,18876.0,264863.0,175136.0,6093.0,83634.0,264863.0
2023,9,2023-09-01,Gomez Palacio-Corralitos,88561.0,514.0,13965.0,7985.0,9.0,9093.0,12338.0,7509.0,105071.0,19996.0,3122.0,399.0,28140.0,296702.0,89075.0,21959.0,185668.0,296702.0
2023,9,2023-09-01,Torreon-Saltillo,210866.0,1521.0,19948.0,12980.0,11.0,11365.0,6315.0,7171.0,111301.0,24347.0,3597.0,800.0,43053.0,453275.0,212387.0,32939.0,207949.0,453275.0
2023,9,2023-09-01,Tihuatlan-Gutierrez Zamora,96862.0,7346.0,2514.0,976.0,3.0,6236.0,6649.0,1720.0,17681.0,6059.0,276.0,69.0,10733.0,157124.0,104208.0,3493.0,49423.0,157124.0
2023,9,2023-09-01,Agua Dulce-Cardenas,139927.0,1495.0,6373.0,3010.0,1.0,18069.0,18067.0,4427.0,66410.0,14737.0,1463.0,419.0,41765.0,316163.0,141422.0,9384.0,165357.0,316163.0
2023,9,2023-09-01,Las Choapas-Ocozocoautla,217509.0,5693.0,11258.0,4646.0,1.0,27981.0,31260.0,3940.0,58148.0,11519.0,1192.0,796.0,40876.0,414819.0,223202.0,15905.0,175712.0,414819.0
2023,9,2023-09-01,Mexico-Cuernavaca,695842.0,19382.0,28115.0,10346.0,11.0,27336.0,18940.0,2455.0,27993.0,5845.0,537.0,109.0,6096.0,843007.0,715224.0,38472.0,89311.0,843007.0
2023,9,2023-09-01,Puente de Ixtla-Iguala,78250.0,1075.0,4499.0,489.0,,6187.0,7562.0,1391.0,4248.0,3188.0,34.0,26.0,1334.0,108283.0,79325.0,4988.0,23970.0,108283.0
2023,9,2023-09-01,La Pera-Cuautla,867158.0,21701.0,20997.0,1705.0,21.0,23110.0,11993.0,1744.0,18942.0,4069.0,423.0,143.0,6702.0,978708.0,888859.0,22723.0,67126.0,978708.0
2023,9,2023-09-01,Zacapalco-Rancho Viejo,44228.0,2518.0,2003.0,120.0,,1540.0,564.0,178.0,115.0,125.0,,1.0,,51392.0,46746.0,2123.0,2523.0,51392.0
2023,9,2023-09-01,Mexico-Queretaro,2465410.0,21723.0,115997.0,41081.0,25.0,216821.0,188049.0,24040.0,600436.0,55941.0,6885.0,2028.0,133373.0,3871809.0,2487133.0,157103.0,1227573.0,3871809.0
2023,9,2023-09-01,Mexico-Puebla,3474743.0,51224.0,122356.0,26853.0,215.0,186126.0,136763.0,12073.0,262794.0,28107.0,4395.0,1666.0,86013.0,4393328.0,3525967.0,149424.0,717937.0,4393328.0
2023,9,2023-09-01,Queretaro-Irapuato,1171246.0,8638.0,40510.0,19741.0,7.0,117875.0,114951.0,13530.0,340982.0,39968.0,8673.0,861.0,101152.0,1978134.0,1179884.0,60258.0,737992.0,1978134.0
2023,9,2023-09-01,Puebla-Acatzingo,1002855.0,9978.0,57733.0,9569.0,217.0,70662.0,64505.0,6870.0,120283.0,19807.0,3143.0,1133.0,67359.0,1434114.0,1012833.0,67519.0,353762.0,1434114.0
2023,9,2023-09-01,Acatzingo-Cd Mendoza,231973.0,2196.0,14667.0,5381.0,15.0,28656.0,37949.0,3942.0,86148.0,12931.0,1968.0,901.0,56075.0,482802.0,234169.0,20063.0,228570.0,482802.0
2023,9,2023-09-01,Cd Mendoza-Cordoba,,,,,,,,,,,,,,,,,,
2023,9,2023-09-01,Tehuacan-Oaxaca,596786.0,8310.0,37944.0,10614.0,32.0,47105.0,48529.0,4227.0,52149.0,13170.0,1877.0,909.0,27769.0,849421.0,605096.0,48590.0,195735.0,849421.0
2023,9,2023-09-01,Tijuana-Ensenada,889088.0,6895.0,14962.0,1163.0,42.0,25966.0,9670.0,2430.0,71904.0,3939.0,284.0,434.0,20814.0,1047591.0,895983.0,16167.0,135441.0,1047591.0
2023,9,2023-09-01,Rancho Viejo-Taxco,73722.0,7076.0,2644.0,139.0,,2059.0,493.0,54.0,123.0,106.0,,1.0,,86417.0,80798.0,2783.0,2836.0,86417.0
2023,9,2023-09-01,La Rumorosa-Tecate,,,,,,,,,,,,,,,,,,
2023,9,2023-09-01,Salina Cruz-La Ventosa,84813.0,3271.0,1267.0,405.0,,7018.0,4729.0,563.0,6109.0,3469.0,200.0,174.0,7603.0,119621.0,88084.0,1672.0,29865.0,119621.0
2023,9,2023-09-01,Chamapa-Lecheria,3137992.0,145798.0,24423.0,555.0,,112411.0,55227.0,4609.0,63635.0,5491.0,282.0,15.0,7857.0,3558295.0,3283790.0,24978.0,249527.0,3558295.0
2023,9,2023-09-01,Estacion Don-Nogales,812382.0,2589.0,39667.0,29888.0,4.0,45673.0,32561.0,20101.0,280145.0,36244.0,4605.0,759.0,82745.0,1387363.0,814971.0,69559.0,502833.0,1387363.0
2023,9,2023-09-01,Durango-Mazatlan,224219.0,4140.0,10940.0,5736.0,,10768.0,9462.0,3444.0,50326.0,10161.0,1930.0,1026.0,36151.0,368303.0,228359.0,16676.0,123268.0,368303.0
2023,9,2023-09-01,Lagos de Moreno-San Luis Potosi,58357.0,349.0,1942.0,479.0,1.0,7432.0,6673.0,2010.0,51373.0,7205.0,1476.0,230.0,23398.0,160925.0,58706.0,2422.0,99797.0,160925.0
2023,9,2023-09-01,Libramiento Amecameca-Nepantla,225658.0,4895.0,2045.0,93.0,,11784.0,9685.0,1955.0,14479.0,3115.0,137.0,69.0,4151.0,278066.0,230553.0,2138.0,45375.0,278066.0
2023,9,2023-09-01,Aeropuerto Los Cabos-San Jose del Cabo-Cabo San Lucas,258891.0,425.0,1290.0,90.0,,2735.0,1136.0,76.0,1352.0,636.0,57.0,6.0,855.0,267549.0,259316.0,1380.0,6853.0,267549.0
2023,9,2023-09-01,Libramiento Poniente de Acapulco,42152.0,1280.0,1032.0,624.0,1.0,1639.0,1547.0,392.0,1134.0,584.0,11.0,2.0,184.0,50582.0,43432.0,1657.0,5493.0,50582.0
2023,9,2023-09-01,Puente el Zacatal,72266.0,1854.0,5911.0,1988.0,,9836.0,7211.0,1494.0,23594.0,3986.0,268.0,48.0,11671.0,140127.0,74120.0,7899.0,58108.0,140127.0
2023,10,2023-10-01,Cuernavaca-Acapulco,1987569.0,93302.0,50314.0,20795.0,135.0,58416.0,41233.0,6882.0,39986.0,14997.0,547.0,367.0,15116.0,2329659.0,2080871.0,71244.0,177544.0,2329659.0
2023,10,2023-10-01,Cordoba-Veracruz,611065.0,24331.0,26549.0,7154.0,5.0,51362.0,54273.0,8781.0,127680.0,28678.0,2716.0,1294.0,98804.0,1042692.0,635396.0,33708.0,373588.0,1042692.0
2023,10,2023-10-01,La Tinaja-Cosoleacaque,370002.0,8270.0,31280.0,13488.0,14.0,47881.0,62601.0,14811.0,187017.0,44049.0,4464.0,1688.0,131048.0,916613.0,378272.0,44782.0,493559.0,916613.0
2023,10,2023-10-01,Lib Noreste de Queretaro,220133.0,1468.0,5365.0,3167.0,6.0,42116.0,34721.0,5510.0,222655.0,21900.0,1351.0,154.0,38118.0,596664.0,221601.0,8538.0,366525.0,596664.0
2023,10,2023-10-01,Libramiento Oriente de Saltillo,139714.0,1995.0,4848.0,6736.0,1.0,31068.0,18975.0,3697.0,238532.0,22453.0,3077.0,929.0,32336.0,504361.0,141709.0,11585.0,351067.0,504361.0
2023,10,2023-10-01,La Carbonera-Puerto Mexico,151185.0,902.0,14505.0,11724.0,2.0,25569.0,15454.0,4592.0,259350.0,21141.0,1934.0,549.0,32997.0,539904.0,152087.0,26231.0,361586.0,539904.0
2023,10,2023-10-01,Libramiento Poniente de Tampico,237486.0,10739.0,1748.0,135.0,2.0,17906.0,11594.0,2738.0,32414.0,12412.0,1179.0,302.0,30154.0,358809.0,248225.0,1885.0,108699.0,358809.0
2023,10,2023-10-01,Champoton-Campeche,177794.0,5686.0,5203.0,1346.0,1.0,11638.0,12230.0,2133.0,32503.0,4950.0,478.0,109.0,18049.0,272120.0,183480.0,6550.0,82090.0,272120.0
2023,10,2023-10-01,Gomez Palacio-Corralitos,95515.0,483.0,14784.0,8559.0,3.0,9254.0,12424.0,7330.0,112492.0,20847.0,3350.0,351.0,31316.0,316708.0,95998.0,23346.0,197364.0,316708.0
2023,10,2023-10-01,Torreon-Saltillo,209889.0,1796.0,20468.0,13487.0,,11812.0,5770.0,6899.0,120097.0,24539.0,3310.0,485.0,45660.0,464212.0,211685.0,33955.0,218572.0,464212.0
2023,10,2023-10-01,Tihuatlan-Gutierrez Zamora,92328.0,990.0,2682.0,1044.0,7.0,6590.0,8025.0,1706.0,17340.0,6656.0,276.0,96.0,10677.0,148417.0,93318.0,3733.0,51366.0,148417.0
2023,10,2023-10-01,Agua Dulce-Cardenas,148313.0,1534.0,6726.0,3452.0,,18944.0,19517.0,4640.0,70299.0,15461.0,1437.0,430.0,42272.0,333025.0,149847.0,10178.0,173000.0,333025.0
2023,10,2023-10-01,Las Choapas-Ocozocoautla,221272.0,5754.0,12003.0,4474.0,2.0,29697.0,34032.0,3998.0,59157.0,12004.0,1039.0,857.0,42779.0,427068.0,227026.0,16479.0,183563.0,427068.0
2023,10,2023-10-01,Mexico-Cuernavaca,719048.0,18780.0,29521.0,10589.0,5.0,30569.0,19225.0,2657.0,27146.0,6376.0,717.0,144.0,6516.0,871293.0,737828.0,40115.0,93350.0,871293.0
2023,10,2023-10-01,Puente de Ixtla-Iguala,83084.0,1000.0,4579.0,527.0,,6667.0,7633.0,1396.0,4171.0,3132.0,36.0,31.0,1627.0,113883.0,84084.0,5106.0,24693.0,113883.0
2023,10,2023-10-01,La Pera-Cuautla,839459.0,21131.0,21152.0,2105.0,19.0,22670.0,12087.0,1771.0,19203.0,4454.0,430.0,178.0,7918.0,952577.0,860590.0,23276.0,68711.0,952577.0
2023,10,2023-10-01,Zacapalco-Rancho Viejo,44458.0,2752.0,1912.0,140.0,,1513.0,523.0,190.0,143.0,127.0,,,,51758.0,47210.0,2052.0,2496.0,51758.0
2023,10,2023-10-01,Mexico-Queretaro,2556579.0,21265.0,122668.0,45048.0,44.0,235323.0,201289.0,31949.0,619457.0,58318.0,7953.0,3374.0,134948.0,4038215.0,2577844.0,167760.0,1292611.0,4038215.0
2023,10,2023-10-01,Mexico-Puebla,3634661.0,50561.0,131203.0,29631.0,243.0,200143.0,145142.0,13081.0,275420.0,30255.0,4224.0,2036.0,89584.0,4606184.0,3685222.0,161077.0,759885.0,4606184.0
2023,10,2023-10-01,Queretaro-Irapuato,1426546.0,13264.0,46030.0,22517.0,219.0,135828.0,132697.0,15131.0,380510.0,45110.0,8037.0,891.0,109109.0,2335889.0,1439810.0,68766.0,827313.0,2335889.0
2023,10,2023-10-01,Puebla-Acatzingo,1045089.0,10063.0,63931.0,10822.0,193.0,72454.0,68480.0,7586.0,124890.0,21163.0,3015.0,1142.0,70777.0,1499605.0,1055152.0,74946.0,369507.0,1499605.0
2023,10,2023-10-01,Acatzingo-Cd Mendoza,240740.0,2687.0,15694.0,6048.0,21.0,29492.0,40265.0,4168.0,87831.0,14339.0,1903.0,1014.0,57225.0,501427.0,243427.0,21763.0,236237.0,501427.0
2023,10,2023-10-01,Cd Mendoza-Cordoba,,,,,,,,,,,,,,,,,,
2023,10,2023-10-01,Tehuacan-Oaxaca,660489.0,10972.0,47349.0,13738.0,26.0,51212.0,53825.0,4950.0,56526.0,14245.0,1747.0,909.0,30229.0,946217.0,671461.0,61113.0,213643.0,946217.0
2023,10,2023-10-01,Tijuana-Ensenada,1564046.0,15475.0,18685.0,1665.0,72.0,29820.0,11458.0,2258.0,71548.0,4234.0,297.0,274.0,21111.0,1740943.0,1579521.0,20422.0,141000.0,1740943.0
2023,10,2023-10-01,Rancho Viejo-Taxco,74531.0,7562.0,2579.0,175.0,,2014.0,495.0,60.0,122.0,87.0,,,,87625.0,82093.0,2754.0,2778.0,87625.0
2023,10,2023-10-01,La Rumorosa-Tecate,,,,,,,,,,,,,,,,,,
2023,10,2023-10-01,Salina Cruz-La Ventosa,88246.0,3477.0,1977.0,761.0,,7668.0,5010.0,579.0,6318.0,3398.0,177.0,198.0,7975.0,125784.0,91723.0,2738.0,31323.0,125784.0
2023,10,2023-10-01,Chamapa-Lecheria,3242997.0,147930.0,25702.0,861.0,2.0,117891.0,59590.0,4900.0,67110.0,5724.0,220.0,17.0,8666.0,3681610.0,3390927.0,26565.0,264118.0,3681610.0
2023,10,2023-10-01,Estacion Don-Nogales,880159.0,4451.0,40759.0,30177.0,7.0,47368.0,34654.0,20577.0,300005.0,36223.0,4468.0,1060.0,101503.0,1501411.0,884610.0,70943.0,545858.0,1501411.0
2023,10,2023-10-01,Durango-Mazatlan,215562.0,2993.0,11490.0,5782.0,2.0,11222.0,8743.0,2451.0,50692.0,9589.0,1602.0,1043.0,38760.0,359931.0,218555.0,17274.0,124102.0,359931.0
2023,10,2023-10-01,Lagos de Moreno-San Luis Potosi,60990.0,412.0,2245.0,480.0,,7581.0,7007.0,2100.0,53492.0,7696.0,1414.0,203.0,24811.0,168431.0,61402.0,2725.0,104304.0,168431.0
2023,10,2023-10-01,Libramiento Amecameca-Nepantla,240264.0,5344.0,2420.0,131.0,,12890.0,10220.0,1934.0,14942.0,3216.0,127.0,95.0,4496.0,296079.0,245608.0,2551.0,47920.0,296079.0
2023,10,2023-10-01,Aeropuerto Los Cabos-San Jose del Cabo-Cabo San Lucas,293377.0,485.0,1453.0,114.0,,3192.0,1187.0,68.0,1391.0,790.0,53.0,7.0,833.0,302950.0,293862.0,1567.0,7521.0,302950.0
2023,10,2023-10-01,Libramiento Poniente de Acapulco,37970.0,1403.0,863.0,408.0,,2189.0,1342.0,341.0,1032.0,571.0,11.0,15.0,148.0,46293.0,39373.0,1271.0,5649.0,46293.0
2023,10,2023-10-01,Puente el Zacatal,73606.0,1161.0,5713.0,1886.0,,10395.0,7329.0,1431.0,23508.0,3764.0,170.0,43.0,9556.0,138562.0,74767.0,7599.0,56196.0,138562.0
2023,11,2023-11-01,Cuernavaca-Acapulco,1581169.0,87388.0,28411.0,4319.0,70.0,44976.0,24371.0,3601.0,22040.0,10127.0,337.0,106.0,7130.0,1814045.0,1668557.0,32800.0,112688.0,1814045.0
2023,11,2023-11-01,Cordoba-Veracruz,603200.0,23616.0,26775.0,7195.0,8.0,49468.0,51208.0,8625.0,129072.0,27728.0,2622.0,1181.0,94552.0,1025250.0,626816.0,33978.0,364456.0,1025250.0
2023,11,2023-11-01,La Tinaja-Cosoleacaque,357897.0,8347.0,29942.0,13111.0,7.0,46753.0,61166.0,14400.0,191308.0,42982.0,4667.0,1894.0,126261.0,898735.0,366244.0,43060.0,489431.0,898735.0
2023,11,2023-11-01,Lib Noreste de Queretaro,217418.0,1595.0,5377.0,3584.0,6.0,39716.0,32232.0,5052.0,206652.0,21028.0,1356.0,135.0,35877.0,570028.0,219013.0,8967.0,342048.0,570028.0
2023,11,2023-11-01,Libramiento Oriente de Saltillo,150034.0,1985.0,4562.0,6323.0,10.0,29304.0,17940.0,3490.0,229385.0,21980.0,3056.0,879.0,32277.0,501225.0,152019.0,10895.0,338311.0,501225.0
2023,11,2023-11-01,La Carbonera-Puerto Mexico,162909.0,1228.0,13712.0,11356.0,12.0,24480.0,14821.0,4325.0,247939.0,22086.0,2284.0,531.0,33043.0,538726.0,164137.0,25080.0,349509.0,538726.0
2023,11,2023-11-01,Libramiento Poniente de Tampico,232468.0,9830.0,1903.0,144.0,2.0,17723.0,12509.0,2572.0,33279.0,12303.0,1284.0,247.0,30116.0,354380.0,242298.0,2049.0,110033.0,354380.0
2023,11,2023-11-01,Champoton-Campeche,178411.0,5977.0,5422.0,1457.0,,11708.0,11420.0,2191.0,33291.0,5051.0,534.0,110.0,18744.0,274316.0,184388.0,6879.0,83049.0,274316.0
2023,11,2023-11-01,Gomez Palacio-Corralitos,99753.0,386.0,14023.0,8553.0,5.0,8869.0,11590.0,7376.0,104556.0,21121.0,3614.0,363.0,28231.0,308440.0,100139.0,22581.0,185720.0,308440.0
2023,11,2023-11-01,Torreon-Saltillo,221225.0,1120.0,18912.0,13249.0,1.0,11789.0,5805.0,6987.0,114379.0,23993.0,3767.0,741.0,43044.0,465012.0,222345.0,32162.0,210505.0,465012.0
2023,11,2023-11-01,Tihuatlan-Gutierrez Zamora,97841.0,1223.0,2849.0,1028.0,11.0,6716.0,8313.0,1779.0,18396.0,6687.0,276.0,101.0,10390.0,155610.0,99064.0,3888.0,52658.0,155610.0
2023,11,2023-11-01,Agua Dulce-Cardenas,136827.0,1574.0,6748.0,3190.0,1.0,18313.0,18992.0,4302.0,70808.0,14310.0,1440.0,445.0,41520.0,318470.0,138401.0,9939.0,170130.0,318470.0
2023,11,2023-11-01,Las Choapas-Ocozocoautla,218435.0,5351.0,11428.0,4244.0,2.0,28263.0,31903.0,4143.0,58455.0,10370.0,997.0,820.0,39739.0,414150.0,223786.0,15674.0,174690.0,414150.0
2023,11,2023-11-01,Mexico-Cuernavaca,767077.0,19179.0,28052.0,8667.0,4.0,35087.0,19655.0,3097.0,29386.0,6614.0,679.0,151.0,7848.0,925496.0,786256.0,36723.0,102517.0,925496.0
2023,11,2023-11-01,Puente de Ixtla-Iguala,88335.0,1092.0,4587.0,584.0,,6690.0,7586.0,1400.0,4478.0,3370.0,36.0,25.0,2230.0,120413.0,89427.0,5171.0,25815.0,120413.0
2023,11,2023-11-01,La Pera-Cuautla,877464.0,21686.0,21148.0,1936.0,34.0,22841.0,12274.0,1812.0,19259.0,3968.0,333.0,163.0,8261.0,991179.0,899150.0,23118.0,68911.0,991179.0
2023,11,2023-11-01,Zacapalco-Rancho Viejo,47963.0,2530.0,2010.0,162.0,,1493.0,601.0,186.0,152.0,123.0,,,,55220.0,50493.0,2172.0,2555.0,55220.0
2023,11,2023-11-01,Mexico-Queretaro,2594384.0,20207.0,121532.0,44340.0,30.0,234677.0,191879.0,31564.0,610891.0,56846.0,7863.0,2879.0,131471.0,4048563.0,2614591.0,165902.0,1268070.0,4048563.0
2023,11,2023-11-01,Mexico-Puebla,3658322.0,52388.0,130847.0,30632.0,245.0,190098.0,139091.0,12471.0,269979.0,28631.0,4237.0,1881.0,87067.0,4605889.0,3710710.0,161724.0,733455.0,4605889.0
2023,11,2023-11-01,Queretaro-Irapuato,1677709.0,17461.0,49561.0,22121.0,673.0,148170.0,139699.0,16793.0,398973.0,47636.0,8258.0,1209.0,107921.0,2636184.0,1695170.0,72355.0,868659.0,2636184.0
2023,11,2023-11-01,Puebla-Acatzingo,1000086.0,10236.0,61555.0,10959.0,172.0,67493.0,64924.0,7266.0,124128.0,20427.0,3105.0,1184.0,68410.0,1439945.0,1010322.0,72686.0,356937.0,1439945.0
2023,11,2023-11-01,Acatzingo-Cd Mendoza,237052.0,2374.0,15204.0,5841.0,17.0,27510.0,37766.0,3930.0,88742.0,13595.0,1833.0,935.0,53728.0,488527.0,239426.0,21062.0,228039.0,488527.0
2023,11,2023-11-01,Cd Mendoza-Cordoba,,,,,,,,,,,,,,,,,,
2023,11,2023-11-01,Tehuacan-Oaxaca,723071.0,13715.0,50663.0,15251.0,24.0,49961.0,51452.0,4718.0,55379.0,12955.0,1650.0,945.0,29334.0,1009118.0,736786.0,65938.0,206394.0,1009118.0
2023,11,2023-11-01,Tijuana-Ensenada,1441153.0,12098.0,18005.0,1677.0,57.0,28551.0,10520.0,2340.0,62452.0,3301.0,246.0,197.0,16759.0,1597356.0,1453251.0,19739.0,124366.0,1597356.0
2023,11,2023-11-01,Rancho Viejo-Taxco,78761.0,7431.0,2665.0,175.0,,1902.0,447.0,76.0,112.0,86.0,,,,91655.0,86192.0,2840.0,2623.0,91655.0
2023,11,2023-11-01,La Rumorosa-Tecate,,,,,,,,,,,,,,,,,,
2023,11,2023-11-01,Salina Cruz-La Ventosa,86754.0,3217.0,1925.0,793.0,1.0,7230.0,4478.0,456.0,6264.0,3082.0,130.0,188.0,6921.0,121439.0,89971.0,2719.0,28749.0,121439.0
2023,11,2023-11-01,Chamapa-Lecheria,3075069.0,142091.0,24135.0,644.0,4.0,117123.0,57505.0,4893.0,67028.0,5656.0,229.0,9.0,8097.0,3502483.0,3217160.0,24783.0,260540.0,3502483.0
2023,11,2023-11-01,Estacion Don-Nogales,932304.0,4862.0,41600.0,30447.0,18.0,47733.0,33716.0,20066.0,289451.0,35567.0,4635.0,779.0,103797.0,1544975.0,937166.0,72065.0,535744.0,1544975.0
2023,11,2023-11-01,Durango-Mazatlan,214130.0,4950.0,11104.0,6157.0,,10229.0,10149.0,2429.0,49358.0,9027.0,1835.0,1026.0,34419.0,354813.0,219080.0,17261.0,118472.0,354813.0
2023,11,2023-11-01,Lagos de Moreno-San Luis Potosi,69344.0,501.0,2535.0,672.0,3.0,7628.0,6895.0,2223.0,52422.0,7090.0,1511.0,297.0,23488.0,174609.0,69845.0,3210.0,101554.0,174609.0
2023,11,2023-11-01,Libramiento Amecameca-Nepantla,247309.0,5664.0,2577.0,143.0,1.0,13110.0,10917.0,2070.0,15388.0,3360.0,156.0,95.0,4810.0,305600.0,252973.0,2721.0,49906.0,305600.0
2023,11,2023-11-01,Aeropuerto Los Cabos-San Jose del Cabo-Cabo San Lucas,340510.0,709.0,1794.0,92.0,,3742.0,1422.0,88.0,1637.0,1064.0,76.0,5.0,1004.0,352143.0,341219.0,1886.0,9038.0,352143.0
2023,11,2023-11-01,Libramiento Poniente de Acapulco,,,,,,,,,,,,,,,,,,
2023,11,2023-11-01,Puente el Zacatal,70167.0,1219.0,5893.0,1994.0,1.0,10306.0,7407.0,1475.0,23969.0,3445.0,205.0,61.0,10437.0,136579.0,71386.0,7888.0,57305.0,136579.0
2023,12,2023-12-01,Cuernavaca-Acapulco,1735890.0,89408.0,35158.0,5480.0,109.0,43896.0,25848.0,3456.0,24715.0,9509.0,293.0,119.0,7380.0,1981261.0,1825298.0,40747.0,115216.0,1981261.0
2023,12,2023-12-01,Cordoba-Veracruz,693546.0,24303.0,30274.0,8494.0,3.0,46715.0,48483.0,8153.0,120841.0,25252.0,2224.0,995.0,89728.0,1099011.0,717849.0,38771.0,342391.0,1099011.0
2023,12,2023-12-01,La Tinaja-Cosoleacaque,521254.0,10535.0,39362.0,16418.0,6.0,47339.0,61241.0,14660.0,187522.0,42362.0,4199.0,1572.0,126860.0,1073330.0,531789.0,55786.0,485755.0,1073330.0
2023,12,2023-12-01,Lib Noreste de Queretaro,270952.0,1344.0,6188.0,4224.0,10.0,36160.0,29162.0,4773.0,190659.0,20189.0,1282.0,122.0,34412.0,599477.0,272296.0,10422.0,316759.0,599477.0
2023,12,2023-12-01,Libramiento Oriente de Saltillo,243341.0,1592.0,5370.0,8016.0,5.0,26210.0,15614.0,3780.0,205520.0,19003.0,2770.0,1035.0,29600.0,561856.0,244933.0,13391.0,303532.0,561856.0
2023,12,2023-12-01,La Carbonera-Puerto Mexico,268602.0,804.0,14574.0,13556.0,3.0,21387.0,12201.0,4738.0,216154.0,21638.0,3377.0,1205.0,30523.0,608762.0,269406.0,28133.0,311223.0,608762.0
2023,12,2023-12-01,Libramiento Poniente de Tampico,267166.0,9558.0,2664.0,460.0,,18146.0,11993.0,2571.0,31819.0,10637.0,1281.0,315.0,28512.0,385122.0,276724.0,3124.0,105274.0,385122.0
2023,12,2023-12-01,Champoton-Campeche,225043.0,6838.0,6252.0,1616.0,,11819.0,10929.0,2345.0,32833.0,4965.0,470.0,86.0,18920.0,322116.0,231881.0,7868.0,82367.0,322116.0
2023,12,2023-12-01,Gomez Palacio-Corralitos,176427.0,247.0,14965.0,9737.0,22.0,9068.0,11610.0,7406.0,96725.0,20549.0,3325.0,563.0,26054.0,376698.0,176674.0,24724.0,175300.0,376698.0
2023,12,2023-12-01,Torreon-Saltillo,270128.0,940.0,17879.0,13699.0,5.0,10698.0,5856.0,6678.0,107542.0,21943.0,3569.0,560.0,43708.0,503205.0,271068.0,31583.0,200554.0,503205.0
2023,12,2023-12-01,Tihuatlan-Gutierrez Zamora,138244.0,1262.0,3704.0,1465.0,2.0,6945.0,8052.0,1681.0,18494.0,6140.0,265.0,75.0,10381.0,196710.0,139506.0,5171.0,52033.0,196710.0
2023,12,2023-12-01,Agua Dulce-Cardenas,184755.0,1924.0,8194.0,3647.0,,17762.0,18301.0,4215.0,67301.0,13139.0,1247.0,378.0,39136.0,359999.0,186679.0,11841.0,161479.0,359999.0
2023,12,2023-12-01,Las Choapas-Ocozocoautla,291148.0,6539.0,15050.0,5336.0,,29134.0,34904.0,4408.0,60438.0,10919.0,975.0,930.0,42533.0,502314.0,297687.0,20386.0,184241.0,502314.0
2023,12,2023-12-01,Mexico-Cuernavaca,882854.0,20618.0,33134.0,11447.0,3.0,31935.0,20029.0,2937.0,29155.0,5860.0,495.0,125.0,7475.0,1046067.0,903472.0,44584.0,98011.0,1046067.0
2023,12,2023-12-01,Puente de Ixtla-Iguala,110299.0,1460.0,5604.0,716.0,,7020.0,7977.0,1308.0,4386.0,3371.0,55.0,39.0,1646.0,143881.0,111759.0,6320.0,25802.0,143881.0
2023,12,2023-12-01,La Pera-Cuautla,1035616.0,25008.0,23247.0,1745.0,16.0,25065.0,16776.0,2094.0,20088.0,4825.0,471.0,312.0,9962.0,1165225.0,1060624.0,25008.0,79593.0,1165225.0
2023,12,2023-12-01,Zacapalco-Rancho Viejo,62789.0,3206.0,2551.0,147.0,,1551.0,561.0,186.0,174.0,127.0,,,2.0,71294.0,65995.0,2698.0,2601.0,71294.0
2023,12,2023-12-01,Mexico-Queretaro,3039419.0,21558.0,131592.0,47634.0,18.0,215155.0,180152.0,24845.0,578818.0,52642.0,6409.0,2445.0,128410.0,4429097.0,3060977.0,179244.0,1188876.0,4429097.0
2023,12,2023-12-01,Mexico-Puebla,4081654.0,62630.0,136978.0,31670.0,277.0,188179.0,135994.0,11972.0,251575.0,26714.0,3620.0,1789.0,81570.0,5014622.0,4144284.0,168925.0,701413.0,5014622.0
2023,12,2023-12-01,Queretaro-Irapuato,1862839.0,15827.0,50688.0,23339.0,102.0,138612.0,126486.0,16032.0,359454.0,45671.0,7659.0,1287.0,104194.0,2752190.0,1878666.0,74129.0,799395.0,2752190.0
2023,12,2023-12-01,Puebla-Acatzingo,1213380.0,11731.0,65342.0,11793.0,228.0,68440.0,63505.0,7205.0,117088.0,19554.0,2742.0,1168.0,64212.0,1646388.0,1225111.0,77363.0,343914.0,1646388.0
